date,daily_kwh,interpolated_value,maxtempC,mintempC,avgtempC,humidity,sunHour,uvIndex,windspeedKmph,pressure,winddirDegree,visibility,cloudcover,HeatIndexC,WindChillC,WindGustKmph,FeelsLikeC,month,month_day,week_day,season,is_weekend,is_holiday
2019-04-04,159.9100,159.9100,22.0,13.0,17.0,63.875,13.0,4.0,6.625,1020.0,231.0,9.0,51.875,16.0,15.875,11.0,15.875,4,4,3,2,0,0
2019-04-05,155.9500,155.9500,28.0,15.0,20.0,46.25,13.0,6.0,7.375,1016.625,212.625,10.0,13.0,19.25,19.125,15.125,19.125,4,5,4,2,0,1
2019-04-06,156.8800,156.8800,31.0,15.0,23.0,34.875,13.0,6.0,5.625,1011.0,237.0,10.0,13.75,20.875,21.0,9.875,20.5,4,6,5,2,1,0
2019-04-07,1374.6000,1374.6000,32.0,18.0,24.0,37.375,13.0,6.0,7.25,1006.25,165.25,10.0,0.75,23.125,22.75,11.25,22.875,4,7,6,2,1,0
2019-04-08,1840.7500,1840.7500,31.0,19.0,24.0,39.75,13.0,6.0,13.375,998.5,77.25,10.0,8.875,24.25,24.0,23.375,24.25,4,8,0,2,0,0
2019-04-09,1397.6100,1397.6100,30.0,20.0,24.0,42.5,13.0,5.0,8.125,1005.875,165.75,9.875,22.375,23.5,23.5,17.875,23.5,4,9,1,2,0,0
2019-04-10,1801.3700,1801.3700,20.0,16.0,18.0,76.875,6.0,5.0,12.5,1011.0,143.125,8.25,71.875,18.25,18.25,24.5,18.25,4,10,2,2,0,0
2019-04-11,177.7500,177.7500,21.0,15.0,18.0,79.625,6.0,4.0,7.0,1013.25,221.125,10.0,72.75,17.875,17.875,12.0,17.875,4,11,3,2,0,0
2019-04-12,173.1499,173.1499,19.0,16.0,17.0,85.375,7.0,5.0,9.75,1010.5,182.125,7.25,70.375,17.625,17.625,15.625,17.625,4,12,4,2,0,0
2019-04-13,176.3900,176.3900,22.0,15.0,18.0,73.375,13.0,5.0,8.875,1013.375,154.375,10.0,48.5,19.25,18.625,16.875,19.0,4,13,5,2,1,0
2019-04-14,173.3000,173.3000,23.0,17.0,19.0,55.5,13.0,4.0,7.875,1019.875,206.625,9.25,44.25,19.125,18.625,16.25,18.75,4,14,6,2,1,0
2019-04-15,790.0200,790.0200,22.0,16.0,18.0,69.5,5.0,5.0,7.5,1016.375,119.625,8.25,69.125,18.125,17.875,14.875,17.875,4,15,0,2,0,0
2019-04-16,172.5500,172.5500,26.0,15.0,21.0,62.375,13.0,6.0,6.875,1015.375,185.25,10.0,22.0,20.0,19.625,13.75,19.875,4,16,1,2,0,0
2019-04-17,172.2900,172.2900,28.0,17.0,22.0,58.5,10.0,6.0,4.75,1008.625,148.5,10.0,41.375,21.625,20.875,10.0,21.25,4,17,2,2,0,0
2019-04-18,167.9599,167.9599,29.0,18.0,23.0,63.125,13.0,6.0,5.75,1004.0,188.375,10.0,35.125,23.75,22.875,10.875,23.375,4,18,3,2,0,0
2019-04-19,162.5500,162.5500,29.0,20.0,24.0,61.375,10.0,6.0,8.75,1003.75,40.625,9.375,58.75,24.625,23.625,14.375,24.625,4,19,4,2,0,0
2019-04-20,1466.5100,1466.5100,22.0,18.0,19.0,80.625,5.0,4.0,10.625,1007.75,159.0,8.75,69.0,19.5,19.5,23.75,19.5,4,20,5,2,1,0
2019-04-21,185.1900,185.1900,29.0,18.0,23.0,50.875,13.0,6.0,4.0,1009.125,164.875,10.0,21.0,22.0,22.0,9.125,22.0,4,21,6,2,1,0
2019-04-22,2130.1000,2130.1000,30.0,18.0,24.0,45.375,12.0,6.0,6.0,1007.0,184.5,10.0,22.25,23.875,23.625,11.625,23.875,4,22,0,2,0,0
2019-04-23,2031.5000,2031.5000,31.0,21.0,26.0,46.375,13.0,7.0,6.375,1006.75,228.75,10.0,30.0,25.375,24.75,12.0,25.0,4,23,1,2,0,0
2019-04-24,1976.8900,1976.8900,34.0,21.0,27.0,46.375,13.0,7.0,6.375,1006.25,143.75,10.0,11.875,27.5,26.625,12.75,27.5,4,24,2,2,0,0
2019-04-25,2130.0900,2130.0900,37.0,23.0,29.0,40.875,13.0,7.0,6.125,1005.875,183.625,10.0,4.25,28.375,27.625,12.625,28.0,4,25,3,2,0,0
2019-04-26,2243.5900,2243.5900,34.0,25.0,29.0,43.875,12.0,7.0,12.375,1004.375,72.5,9.875,34.125,29.0,27.625,21.5,29.0,4,26,4,2,0,0
2019-04-27,2853.1800,2853.1800,29.0,22.0,24.0,62.625,13.0,6.0,16.75,1004.0,71.875,8.625,47.25,25.625,23.75,30.375,25.375,4,27,5,2,1,0
2019-04-28,2573.9800,2573.9800,23.0,19.0,21.0,64.125,8.0,5.0,12.75,1009.25,113.625,8.25,75.75,21.125,20.625,26.125,21.125,4,28,6,2,1,0
2019-04-29,857.2600,857.2600,28.0,18.0,23.0,53.375,12.0,6.0,7.25,1012.125,159.625,10.0,31.125,22.25,21.875,13.25,22.25,4,29,0,2,0,0
2019-04-30,1316.6900,1316.6900,27.0,19.0,23.0,45.5,9.0,5.0,6.125,1013.625,123.125,8.875,44.5,22.375,21.875,12.375,22.125,4,30,1,2,0,0
2019-05-01,1326.6000,1326.6000,25.0,18.0,21.0,59.875,8.0,6.0,7.125,1011.75,158.75,9.25,49.75,20.75,19.875,11.5,20.375,5,1,2,2,0,1
2019-05-02,994.2299,994.2299,25.0,18.0,21.0,66.125,11.0,5.0,4.25,1014.25,158.0,9.5,64.625,21.5,20.875,9.375,21.5,5,2,3,2,0,0
2019-05-03,1407.4299,1407.4299,24.0,19.0,20.0,73.125,13.0,6.0,8.25,1013.0,169.375,7.625,64.125,21.375,20.375,11.25,20.625,5,3,4,2,0,0
2019-05-04,761.2600,761.2600,24.0,18.0,21.0,70.25,9.0,5.0,7.25,1012.25,95.375,7.875,73.875,21.25,20.625,11.625,21.25,5,4,5,2,1,0
2019-05-05,2062.9700,2062.9700,22.0,18.0,20.0,77.0,1.0,4.0,10.625,1011.75,53.25,7.25,86.0,20.0,19.625,16.0,19.625,5,5,6,2,1,0
2019-05-06,196.3800,196.3800,18.0,16.0,17.0,87.625,1.0,4.0,14.875,1011.75,21.25,7.375,96.375,17.625,17.625,22.75,17.625,5,6,0,2,0,0
2019-05-07,194.5400,194.5400,15.0,13.0,14.0,83.25,1.0,3.0,16.5,1013.375,50.75,7.5,94.0,14.375,13.5,31.0,13.5,5,7,1,2,0,0
2019-05-08,177.4400,177.4400,21.0,12.0,16.0,74.0,11.0,4.0,6.0,1014.625,223.125,8.625,60.125,15.875,15.625,12.0,15.625,5,8,2,2,0,0
2019-05-09,170.8400,170.8400,25.0,16.0,20.0,55.625,13.0,5.0,6.875,1013.125,253.5,9.75,33.875,20.0,19.5,14.25,19.75,5,9,3,2,0,0
2019-05-10,611.2200,611.2200,27.0,17.0,22.0,54.25,11.0,6.0,7.25,1012.125,282.125,10.0,31.75,21.125,20.5,11.375,21.125,5,10,4,2,0,0
2019-05-11,708.3499,708.3499,27.0,19.0,23.0,57.125,13.0,5.0,6.5,1012.0,242.875,9.5,51.375,22.25,21.75,10.75,21.875,5,11,5,2,1,0
2019-05-12,1138.4800,1138.4800,26.0,18.0,21.0,73.375,10.0,5.0,8.625,1011.5,162.25,9.0,72.375,21.75,21.125,13.125,21.75,5,12,6,2,1,0
2019-05-13,1462.7000,1462.7000,25.0,17.0,21.0,60.875,12.0,5.0,9.125,1012.5,66.375,8.875,50.875,21.125,20.375,16.375,20.75,5,13,0,2,0,0
2019-05-14,1356.0600,1356.0600,26.0,19.0,22.0,70.75,6.0,6.0,9.0,1006.875,153.375,8.625,68.0,22.5,21.75,12.75,22.25,5,14,1,2,0,0
2019-05-15,1078.1100,1078.1100,28.0,20.0,24.0,62.375,4.0,5.0,6.0,1008.875,193.125,9.5,61.25,23.5,22.875,11.125,23.5,5,15,2,2,0,0
2019-05-16,1429.3800,1429.3800,30.0,21.0,25.0,48.875,10.0,7.0,8.875,1006.0,160.875,10.0,33.375,25.375,24.0,12.875,25.0,5,16,3,2,0,0
2019-05-17,1600.2300,1600.2300,29.0,21.0,25.0,60.0,13.0,6.0,5.875,1005.25,168.125,9.875,52.875,25.125,24.0,11.375,24.75,5,17,4,2,0,0
2019-05-18,1621.7800,1621.7800,28.0,22.0,25.0,70.625,10.0,5.0,7.75,1003.125,93.25,6.75,69.625,25.875,24.25,12.5,25.375,5,18,5,2,1,0
2019-05-19,2174.2700,2174.2700,23.0,20.0,21.0,78.625,13.0,5.0,10.375,1013.125,153.625,8.375,67.875,22.875,21.0,17.75,21.75,5,19,6,2,1,0
2019-05-20,1049.9099,1049.9099,22.0,17.0,20.0,57.375,12.0,5.0,7.375,1018.25,214.125,9.875,34.375,20.375,19.75,11.25,19.75,5,20,0,2,0,0
2019-05-21,363.3700,363.3700,26.0,15.0,21.0,51.75,13.0,6.0,6.5,1015.25,181.5,10.0,23.125,20.5,20.375,10.0,20.5,5,21,1,2,0,0
2019-05-22,1257.2600,1257.2600,29.0,18.0,23.0,54.5,13.0,6.0,4.125,1013.125,212.5,10.0,32.875,22.875,21.875,8.0,22.5,5,22,2,2,0,0
2019-05-23,1581.2900,1581.2900,30.0,19.0,25.0,47.0,13.0,6.0,3.5,1009.75,176.5,10.0,15.0,23.75,23.25,9.0,23.75,5,23,3,2,0,0
2019-05-24,1988.3600,1988.3600,27.0,21.0,24.0,56.875,5.0,6.0,8.125,1006.375,203.75,9.125,60.125,24.625,23.0,13.25,23.875,5,24,4,2,0,0
2019-05-25,1585.1700,1585.1700,30.0,21.0,26.0,59.125,10.0,7.0,4.0,1003.375,73.125,10.0,49.625,25.75,24.25,7.625,25.75,5,25,5,2,1,0
2019-05-26,2780.6200,2780.6200,33.0,23.0,28.0,51.5,10.0,7.0,3.625,1005.875,165.875,9.875,40.25,28.0,26.125,10.875,27.75,5,26,6,2,1,0
2019-05-27,2220.4100,2220.4100,26.0,20.0,24.0,43.5,13.0,6.0,12.125,1012.0,129.0,10.0,54.25,24.375,23.125,21.625,24.125,5,27,0,2,0,0
2019-05-28,814.9800,814.9800,20.0,17.0,18.0,69.375,3.0,4.0,9.125,1017.0,50.375,6.0,83.125,18.25,18.25,14.625,18.25,5,28,1,2,0,0
2019-05-29,475.7800,475.7800,19.0,16.0,17.0,78.25,4.0,4.0,7.875,1013.875,105.25,8.0,84.875,17.0,17.0,14.125,17.0,5,29,2,2,0,0
2019-05-30,189.1500,189.1500,26.0,16.0,21.0,63.25,13.0,5.0,6.375,1013.875,238.375,10.0,51.375,21.0,20.125,11.375,21.0,5,30,3,2,0,0
2019-05-31,407.5800,407.5800,30.0,20.0,24.0,45.25,13.0,5.0,5.75,1011.625,181.625,10.0,48.625,23.875,23.375,11.375,23.875,5,31,4,2,0,0
2019-06-01,1289.3700,1289.3700,31.0,21.0,26.0,46.125,12.0,6.0,7.625,1010.25,243.0,10.0,32.5,25.0,24.0,14.625,24.625,6,1,5,3,1,0
2019-06-02,2278.2300,2278.2300,33.0,21.0,27.0,38.25,14.0,7.0,6.125,1006.375,205.875,10.0,3.5,25.25,25.0,11.375,24.875,6,2,6,3,1,0
2019-06-03,2817.9200,2817.9200,35.0,23.0,29.0,36.0,14.0,7.0,3.75,1004.5,200.625,10.0,3.125,28.625,26.75,7.5,27.5,6,3,0,3,0,0
2019-06-04,2533.1600,2533.1600,35.0,25.0,29.0,40.25,14.0,7.0,7.0,1001.125,94.75,9.875,17.25,29.25,28.625,10.75,29.25,6,4,1,3,0,0
2019-06-05,3346.5200,3346.5200,33.0,22.0,27.0,57.0,14.0,6.0,11.875,1002.375,192.875,9.375,29.375,27.375,26.0,20.875,27.125,6,5,2,3,0,0
2019-06-06,2727.8900,2727.8900,33.0,24.0,28.0,50.375,14.0,7.0,6.125,1006.625,159.625,10.0,21.25,28.25,27.125,14.0,28.25,6,6,3,3,0,0
2019-06-07,2784.1200,2784.1200,32.0,24.0,28.0,51.0,14.0,7.0,5.375,1006.25,69.0,10.0,28.125,28.625,27.25,11.125,28.625,6,7,4,3,0,1
2019-06-08,3315.1800,3315.1800,30.0,24.0,26.0,61.625,12.0,7.0,6.125,1005.75,187.875,9.125,47.875,27.75,26.125,10.25,27.75,6,8,5,3,1,0
2019-06-09,3301.5500,3301.5500,33.0,24.0,28.0,49.375,8.0,7.0,4.625,1004.875,187.875,10.0,34.25,28.375,27.25,11.875,28.375,6,9,6,3,1,0
2019-06-10,3132.9399,3132.9399,31.0,24.0,27.0,57.5,12.0,7.0,6.25,1004.75,60.5,9.75,53.625,28.0,26.5,10.5,28.0,6,10,0,3,0,0
2019-06-11,2956.3100,2956.3100,26.0,21.0,24.0,73.0,12.0,6.0,13.625,1005.625,35.125,8.375,62.25,26.0,24.375,23.75,26.0,6,11,1,3,0,0
2019-06-12,2103.2600,2103.2600,33.0,20.0,26.0,61.875,14.0,6.0,5.375,1007.25,221.0,10.0,35.125,27.0,25.75,11.375,26.625,6,12,2,3,0,0
2019-06-13,2902.4200,2902.4200,31.0,23.0,27.0,67.125,14.0,7.0,5.5,1005.875,152.25,9.75,30.25,28.875,26.625,13.875,28.625,6,13,3,3,0,0
2019-06-14,3245.8300,3245.8300,26.0,23.0,24.0,79.875,1.0,6.0,7.5,1003.625,62.875,8.875,73.125,26.375,24.625,12.0,26.375,6,14,4,3,0,0
2019-06-15,2133.7500,2133.7500,24.0,21.0,22.0,84.875,5.0,5.0,12.375,1004.375,46.5,7.125,81.0,25.125,22.625,23.625,24.5,6,15,5,3,1,0
2019-06-16,2322.0200,2322.0200,25.0,21.0,23.0,77.875,9.0,6.0,5.375,1006.875,171.625,9.375,47.75,25.125,22.75,8.375,24.5,6,16,6,3,1,0
2019-06-17,2361.0400,2361.0400,25.0,20.0,23.0,82.5,14.0,5.0,5.125,1007.5,143.125,9.0,68.0,25.125,23.25,9.75,24.75,6,17,0,3,0,0
2019-06-18,3066.2300,3066.2300,28.0,21.0,24.0,82.125,13.0,6.0,5.125,1006.625,137.625,9.875,52.125,26.0,23.625,9.25,25.25,6,18,1,3,0,0
2019-06-19,2644.3900,2644.3900,26.0,22.0,24.0,82.375,9.0,5.0,4.625,1003.125,89.625,10.0,67.5,26.625,24.375,11.5,26.625,6,19,2,3,0,0
2019-06-20,3163.8000,3163.8000,32.0,23.0,27.0,75.375,13.0,6.0,5.0,1000.375,130.5,10.0,58.875,29.375,26.625,9.5,29.375,6,20,3,3,0,0
2019-06-21,3517.2000,3517.2000,33.0,24.0,28.0,71.625,14.0,7.0,5.75,1000.75,118.375,9.875,61.0,31.0,28.125,12.875,31.0,6,21,4,3,0,0
2019-06-22,5382.5900,5382.5900,30.0,24.0,27.0,71.5,14.0,6.0,11.875,1003.75,43.0,10.0,58.5,28.875,26.75,20.25,28.875,6,22,5,3,1,0
2019-06-23,4828.6000,4828.6000,26.0,22.0,24.0,70.375,1.0,6.0,6.5,1007.625,108.5,10.0,78.625,26.125,24.5,14.875,26.125,6,23,6,3,1,0
2019-06-24,3140.7200,3140.7200,23.0,21.0,22.0,84.375,1.0,5.0,8.0,1008.125,36.25,7.75,89.375,24.875,22.375,12.5,23.375,6,24,0,3,0,0
2019-06-25,2705.1900,2705.1900,22.0,20.0,21.0,94.5,1.0,5.0,4.875,1009.25,101.5,5.5,92.875,22.5,21.375,8.75,22.0,6,25,1,3,0,0
2019-06-26,2504.9100,2504.9100,27.0,21.0,23.0,90.625,9.0,5.0,6.0,1003.625,103.125,6.625,85.375,25.875,23.25,11.0,24.5,6,26,2,3,0,0
2019-06-27,3262.9500,3262.9500,28.0,22.0,24.0,82.875,14.0,5.0,8.0,998.375,49.375,9.0,64.125,26.875,24.25,14.5,26.875,6,27,3,3,0,0
2019-06-28,3059.6500,3059.6500,29.0,22.0,25.0,76.5,10.0,7.0,8.375,1001.75,223.625,8.375,52.125,27.125,24.875,16.125,27.125,6,28,4,3,0,0
2019-06-29,3509.7200,3509.7200,31.0,23.0,26.0,72.25,12.0,7.0,5.875,1003.875,163.875,10.0,41.875,28.5,26.0,10.0,28.5,6,29,5,3,1,0
2019-06-30,3817.9100,3817.9100,32.0,22.0,27.0,69.5,14.0,7.0,3.375,1005.75,174.875,10.0,32.5,28.5,26.125,7.625,28.25,6,30,6,3,1,0
2019-07-01,4205.4800,4205.4800,34.0,21.0,28.0,58.75,14.0,7.0,5.5,1006.375,123.25,10.0,13.5,29.25,27.375,10.375,28.5,7,1,0,3,0,0
2019-07-02,4930.7300,4930.7300,33.0,24.0,28.0,60.75,13.0,7.0,5.625,1006.5,208.25,9.625,32.5,30.0,28.0,11.0,30.0,7,2,1,3,0,0
2019-07-03,3995.0800,3995.0800,25.0,21.0,23.0,80.875,2.0,5.0,6.875,1008.125,288.125,7.25,78.5,25.75,23.875,12.75,25.5,7,3,2,3,0,0
2019-07-04,3038.3200,3038.3200,24.0,19.0,21.0,88.125,12.0,5.0,6.0,1009.0,204.5,7.25,60.25,22.125,21.25,10.375,22.125,7,4,3,3,0,0
2019-07-05,2977.0700,2977.0700,30.0,18.0,24.0,79.375,14.0,6.0,6.5,1004.375,191.125,8.0,40.625,25.125,23.625,11.875,25.125,7,5,4,3,0,0
2019-07-06,4312.1000,4312.1000,29.0,22.0,25.0,79.75,13.0,7.0,3.875,1003.5,127.875,9.875,62.125,26.75,24.5,8.625,26.75,7,6,5,3,1,0
2019-07-07,4705.9400,4705.9400,24.0,21.0,23.0,75.875,9.0,6.0,6.625,1004.25,126.0,8.875,71.25,25.25,22.875,14.0,25.0,7,7,6,3,1,0
2019-07-08,3323.7400,3323.7400,27.0,20.0,23.0,85.25,8.0,5.0,5.875,1005.625,98.875,9.25,78.125,24.5,23.125,10.875,24.5,7,8,0,3,0,0
2019-07-09,3445.1700,3445.1700,30.0,21.0,25.0,81.375,7.0,5.0,4.25,1005.75,129.125,7.625,74.25,27.5,25.125,10.5,26.875,7,9,1,3,0,0
2019-07-10,3383.8099,3383.8099,30.0,23.0,25.0,76.0,13.0,6.0,4.5,1003.875,175.625,9.25,38.875,27.5,25.5,10.625,27.5,7,10,2,3,0,0
2019-07-11,4164.1900,4164.1900,23.0,20.0,21.0,94.5,2.0,6.0,13.625,1004.875,104.0,7.0,80.625,23.75,21.875,21.5,23.5,7,11,3,3,0,0
2019-07-12,2850.3300,2850.3300,26.0,21.0,23.0,82.125,13.0,5.0,7.125,1006.125,206.75,10.0,46.75,24.875,23.5,13.0,24.375,7,12,4,3,0,0
2019-07-13,3089.1700,3089.1700,31.0,20.0,25.0,72.25,14.0,7.0,5.625,1003.875,184.875,10.0,6.5,27.625,25.125,11.125,26.875,7,13,5,3,1,0
2019-07-14,4862.4600,4862.4600,30.0,22.0,26.0,73.25,11.0,7.0,3.75,1002.375,228.875,9.75,39.0,28.375,25.75,8.25,28.375,7,14,6,3,1,0
2019-07-15,5364.3099,5364.3099,24.0,21.0,22.0,89.375,5.0,5.0,4.25,1003.125,235.875,7.0,78.375,25.125,23.125,9.375,24.625,7,15,0,3,0,0
2019-07-16,3236.1900,3236.1900,26.0,21.0,23.0,94.5,1.0,5.0,9.125,1003.625,52.5,7.375,91.5,25.0,23.0,14.75,24.25,7,16,1,3,0,0
2019-07-17,3150.5299,3150.5299,29.0,22.0,24.0,90.875,7.0,5.0,6.875,1002.625,201.125,6.875,83.125,27.75,24.625,11.875,27.75,7,17,2,3,0,0
2019-07-18,4857.6200,4857.6200,32.0,23.0,27.0,78.25,10.0,7.0,5.75,1002.875,180.125,9.75,52.5,30.0,26.75,11.125,30.0,7,18,3,3,0,0
2019-07-19,5305.1000,5305.1000,30.0,24.0,27.0,80.875,3.0,7.0,9.0,1003.5,147.875,8.0,64.0,29.75,26.5,17.5,29.75,7,19,4,3,0,0
2019-07-20,5658.1700,5658.1700,31.0,24.0,27.0,79.25,5.0,6.0,5.0,1004.625,190.375,9.625,66.625,29.0,25.875,12.25,29.0,7,20,5,3,1,0
2019-07-21,5365.4200,5365.4200,32.0,24.0,27.0,78.25,9.0,7.0,5.75,1001.625,134.75,9.375,59.25,30.75,27.25,9.5,30.75,7,21,6,3,1,0
2019-07-22,6579.7000,6579.7000,26.0,23.0,25.0,89.875,5.0,5.0,11.0,1002.25,87.75,6.75,77.375,27.75,25.25,19.125,27.75,7,22,0,3,0,0
2019-07-23,5036.2500,5036.2500,31.0,23.0,26.0,75.875,13.0,7.0,6.25,1002.5,221.5,10.0,39.25,29.375,26.25,13.5,29.375,7,23,1,3,0,0
2019-07-24,6118.6700,6118.6700,30.0,24.0,26.0,83.5,11.0,6.0,4.5,1004.625,279.5,9.25,60.625,29.625,26.375,12.5,29.625,7,24,2,3,0,0
2019-07-25,5771.2600,5771.2600,31.0,24.0,27.0,75.0,14.0,7.0,6.75,1004.625,202.25,9.75,47.875,29.875,26.875,9.125,29.875,7,25,3,3,0,0
2019-07-26,4599.0300,4599.0300,32.0,24.0,28.0,76.625,14.0,7.0,4.875,1001.125,212.875,9.625,25.5,31.625,27.625,8.625,31.625,7,26,4,3,0,0
2019-07-27,6536.6000,6536.6000,33.0,25.0,29.0,79.5,5.0,7.0,6.375,999.5,104.625,8.375,58.5,33.75,28.625,12.5,33.75,7,27,5,3,1,0
2019-07-28,7663.7900,7663.7900,32.0,26.0,28.0,80.0,10.0,6.0,7.25,1000.0,101.375,7.5,61.875,33.25,28.375,14.375,33.25,7,28,6,3,1,0
2019-07-29,7565.0599,7565.0599,26.0,23.0,24.0,92.0,4.0,5.0,10.125,1003.5,32.25,7.25,89.375,26.875,24.375,21.5,26.875,7,29,0,3,0,0
2019-07-30,4723.4800,4723.4800,29.0,23.0,26.0,81.0,13.0,6.0,5.375,1005.875,142.625,9.75,50.0,28.125,25.375,12.375,28.125,7,30,1,3,0,0
2019-07-31,5283.0900,5283.0900,32.0,23.0,27.0,77.875,10.0,7.0,5.375,1006.5,66.0,9.75,35.875,30.0,26.625,9.0,30.0,7,31,2,3,0,0
2019-08-01,5932.2100,5932.2100,31.0,24.0,27.0,80.875,7.0,6.0,4.375,1005.875,230.75,8.25,76.875,29.625,26.5,9.25,29.625,8,1,3,3,0,0
2019-08-02,6264.8600,6264.8600,29.0,24.0,26.0,82.625,9.0,6.0,6.75,1003.25,117.75,7.625,64.875,28.25,25.375,16.125,28.25,8,2,4,3,0,0
2019-08-03,4174.9000,4174.9000,29.0,22.0,25.0,87.625,7.0,6.0,6.0,1004.625,135.125,7.0,73.625,28.375,25.125,14.75,28.375,8,3,5,3,1,0
2019-08-04,6135.6700,6135.6700,29.0,23.0,26.0,84.625,5.0,6.0,3.625,1005.75,133.875,8.375,66.75,29.125,25.875,8.25,29.125,8,4,6,3,1,0
2019-08-05,5212.8099,5212.8099,27.0,23.0,25.0,86.875,5.0,5.0,8.375,1005.75,205.625,8.875,78.625,27.125,24.375,13.0,27.125,8,5,0,3,0,0
2019-08-06,5714.4699,5714.4699,27.0,21.0,23.0,89.0,6.0,5.0,10.5,1005.625,188.5,7.625,68.125,25.625,23.625,21.875,25.625,8,6,1,3,0,0
2019-08-07,4952.8700,4952.8700,32.0,21.0,26.0,78.625,13.0,7.0,3.375,1003.625,232.5,10.0,8.375,28.0,25.5,6.75,28.0,8,7,2,3,0,0
2019-08-08,6448.6000,6448.6000,31.0,23.0,27.0,77.375,4.0,7.0,6.625,1003.375,191.5,9.5,55.0,29.875,26.5,11.375,29.875,8,8,3,3,0,0
2019-08-09,6448.6000,6448.6000,31.0,24.0,27.0,78.75,12.0,6.0,6.125,1005.125,240.0,9.625,54.625,29.625,26.5,12.875,29.625,8,9,4,3,0,0
2019-08-10,5910.5800,5910.5800,34.0,24.0,28.0,67.375,13.0,7.0,5.75,1003.625,230.625,10.0,11.125,31.0,27.625,10.125,31.0,8,10,5,3,1,0
2019-08-11,6439.2600,6439.2600,36.0,24.0,30.0,61.75,13.0,7.0,6.0,1000.875,210.75,10.0,0.0,32.625,28.875,11.625,32.625,8,11,6,3,1,0
2019-08-12,6404.4300,6404.4300,36.0,26.0,30.0,60.875,13.0,7.0,5.25,1001.125,168.75,10.0,4.375,33.375,29.625,7.25,33.375,8,12,0,3,0,0
2019-08-13,6968.0900,6968.0900,34.0,25.0,29.0,66.0,10.0,7.0,5.875,1002.25,196.0,9.25,31.75,32.5,28.875,10.625,32.5,8,13,1,3,0,0
2019-08-14,7031.3099,7031.3099,34.0,25.0,28.0,61.625,13.0,6.0,12.5,1005.625,232.875,9.625,26.25,30.75,28.25,21.5,30.75,8,14,2,3,0,0
2019-08-15,6649.2000,6649.2000,35.0,24.0,29.0,64.25,13.0,7.0,7.125,1002.875,215.75,10.0,1.875,31.75,28.25,11.625,31.75,8,15,3,3,0,0
2019-08-16,6234.7199,6234.7199,35.0,25.0,29.0,60.375,13.0,7.0,6.0,1001.0,178.375,10.0,3.75,32.25,29.25,8.375,32.25,8,16,4,3,0,0
2019-08-17,6252.1299,6252.1299,35.0,25.0,30.0,56.875,13.0,7.0,4.5,1001.625,220.25,10.0,10.125,32.125,29.375,7.625,32.125,8,17,5,3,1,0
2019-08-18,6738.8500,6738.8500,31.0,26.0,28.0,64.375,13.0,7.0,7.625,1001.875,134.5,10.0,46.5,30.875,28.375,14.875,30.875,8,18,6,3,1,0
2019-08-19,7034.5900,7034.5900,30.0,25.0,27.0,77.625,5.0,6.0,8.125,1003.5,19.125,8.375,80.125,28.625,26.25,17.5,28.625,8,19,0,3,0,0
2019-08-20,5049.4500,5049.4500,30.0,25.0,27.0,86.0,6.0,6.0,10.25,1005.625,39.25,5.375,73.5,29.75,26.375,23.25,29.75,8,20,1,3,0,0
2019-08-21,6141.8400,6141.8400,29.0,24.0,26.0,82.25,7.0,6.0,12.0,1006.625,114.625,8.375,63.125,28.75,25.875,19.875,28.75,8,21,2,3,0,0
2019-08-22,5626.7000,5626.7000,31.0,24.0,27.0,81.125,9.0,6.0,8.75,1007.75,179.75,8.5,51.75,29.875,26.75,15.375,29.875,8,22,3,3,0,0
2019-08-23,6384.7000,6384.7000,32.0,24.0,27.0,72.625,6.0,6.0,5.0,1009.125,208.25,9.0,54.125,30.375,27.375,12.125,30.375,8,23,4,3,0,0
2019-08-24,5885.6399,5885.6399,33.0,24.0,28.0,68.625,12.0,7.0,5.0,1008.125,177.75,9.625,27.375,31.375,28.0,10.0,31.375,8,24,5,3,1,0
2019-08-25,6709.1700,6709.1700,33.0,26.0,29.0,66.75,13.0,7.0,4.75,1006.5,183.75,9.625,24.25,32.0,28.75,10.875,32.0,8,25,6,3,1,0
2019-08-26,6623.0600,6623.0600,34.0,26.0,29.0,67.875,9.0,7.0,5.875,1004.625,170.75,9.75,48.875,32.875,29.0,11.75,32.875,8,26,0,3,0,0
2019-08-27,7263.0300,7263.0300,29.0,25.0,27.0,74.5,13.0,6.0,4.875,1008.5,280.75,9.25,49.625,29.375,26.875,12.0,29.375,8,27,1,3,0,0
2019-08-28,5789.9699,5789.9699,32.0,25.0,28.0,66.0,12.0,7.0,6.75,1011.0,164.25,9.625,38.0,29.75,27.5,13.25,29.75,8,28,2,3,0,0
2019-08-29,5791.5599,5791.5599,31.0,24.0,27.0,66.75,9.0,7.0,4.25,1012.0,244.0,10.0,32.875,28.5,26.75,9.5,28.5,8,29,3,3,0,0
2019-08-30,5834.5300,5834.5300,26.0,22.0,24.0,74.875,11.0,6.0,5.75,1012.375,138.875,9.25,56.625,26.0,24.125,10.125,26.0,8,30,4,3,0,0
2019-08-31,4642.5199,4642.5199,22.0,20.0,21.0,84.5,5.0,6.0,5.875,1014.375,208.875,7.0,78.25,22.75,21.625,9.375,22.5,8,31,5,3,1,0
2019-09-01,3018.9800,3018.9800,27.0,20.0,22.0,81.375,12.0,6.0,4.5,1013.75,153.5,10.0,48.75,23.625,22.25,6.5,23.25,9,1,6,4,1,0
